"ID","Description","ONTOLOGY","Count","p.adjust","geneID"
"GO:0008081","phosphoric diester hydrolase activity","MF",1,0.417018549480576,"P30101"
"GO:0014910","regulation of smooth muscle cell migration","BP",1,0.417018549480576,"Q07954"
"GO:0016407","acetyltransferase activity","MF",1,0.417018549480576,"P10515"
"GO:0071621","granulocyte chemotaxis","BP",1,0.417018549480576,"P17931"
"GO:0001578","microtubule bundle formation","BP",1,0.418355616606407,"Q7Z460"
"GO:0045844","positive regulation of striated muscle tissue development","BP",1,0.418355616606407,"P17302"
"GO:0048636","positive regulation of muscle organ development","BP",1,0.418355616606407,"P17302"
"GO:0050818","regulation of coagulation","BP",1,0.418355616606407,"Q03135"
"GO:0048872","homeostasis of number of cells","BP",2,0.419680039761332,"P05161/P30530"
"GO:0008094","DNA-dependent ATPase activity","MF",1,0.419680039761332,"Q2NKX8"
"GO:0031110","regulation of microtubule polymerization or depolymerization","BP",1,0.419680039761332,"Q7Z460"
"GO:0072676","lymphocyte migration","BP",1,0.419680039761332,"P26038"
"GO:0016234","inclusion body","CC",1,0.42099192722993,"P13807"
"GO:0022029","telencephalon cell migration","BP",1,0.42099192722993,"A0A024R412"
"GO:0032410","negative regulation of transporter activity","BP",1,0.42099192722993,"Q03135"
"GO:1901863","positive regulation of muscle tissue development","BP",1,0.42099192722993,"P17302"
"GO:0060090","molecular adaptor activity","MF",2,0.422134092883611,"P39880/Q03135"
"GO:0004222","metalloendopeptidase activity","MF",1,0.422807319476541,"P50281"
"GO:0001818","negative regulation of cytokine production","BP",2,0.422871013615279,"P05161/P30530"
"GO:0007260","tyrosine phosphorylation of STAT protein","BP",1,0.424353361541139,"Q03135"
"GO:0048814","regulation of dendrite morphogenesis","BP",1,0.424353361541139,"P39880"
"GO:0014033","neural crest cell differentiation","BP",1,0.425887777833747,"A0A024R412"
"GO:0046849","bone remodeling","BP",1,0.425887777833747,"P17302"
"GO:0072091","regulation of stem cell proliferation","BP",1,0.425887777833747,"P19525"
"GO:0004497","monooxygenase activity","MF",1,0.427151138559031,"Q04828"
"GO:0038024","cargo receptor activity","MF",1,0.427151138559031,"Q07954"
"GO:1903725","regulation of phospholipid metabolic process","BP",1,0.427151138559031,"O75874"
"GO:1905954","positive regulation of lipid localization","BP",1,0.427151138559031,"Q07954"
"GO:0097237","cellular response to toxic substance","BP",2,0.429006479055683,"P07602/P30530"
"GO:0001570","vasculogenesis","BP",1,0.429923368657467,"Q03135"
"GO:0051225","spindle assembly","BP",1,0.429923368657467,"Q7Z460"
"GO:0097581","lamellipodium organization","BP",1,0.429923368657467,"P05556"
"GO:0016757","transferase activity, transferring glycosyl groups","MF",2,0.429923368657467,"P11216/P13807"
"GO:0033673","negative regulation of kinase activity","BP",2,0.429923368657467,"Q03135/Q14764"
"GO:2001234","negative regulation of apoptotic signaling pathway","BP",2,0.429923368657467,"P17931/P48506"
"GO:0019199","transmembrane receptor protein kinase activity","MF",1,0.433649759142185,"A0A024R412"
"GO:0045639","positive regulation of myeloid cell differentiation","BP",1,0.433649759142185,"P05161"
"GO:1900407","regulation of cellular response to oxidative stress","BP",1,0.433649759142185,"P07602"
"GO:0051117","ATPase binding","MF",1,0.435641333977703,"Q03135"
"GO:0009108","coenzyme biosynthetic process","BP",2,0.437097749430757,"P10515/Q53GQ0"
"GO:0002479","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent","BP",1,0.437097749430757,"P30101"
"GO:0016528","sarcoplasm","CC",1,0.437097749430757,"O43852"
"GO:0001776","leukocyte homeostasis","BP",1,0.439070857841016,"P30530"
"GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","BP",1,0.440770774086313,"P17931"
"GO:0060218","hematopoietic stem cell differentiation","BP",1,0.440770774086313,"P19525"
"GO:0006029","proteoglycan metabolic process","BP",1,0.440968729749256,"O60701"
"GO:0014909","smooth muscle cell migration","BP",1,0.440968729749256,"Q07954"
"GO:0016651","oxidoreductase activity, acting on NAD(P)H","MF",1,0.440968729749256,"Q04828"
"GO:0019217","regulation of fatty acid metabolic process","BP",1,0.440968729749256,"Q03135"
"GO:0048678","response to axon injury","BP",1,0.440968729749256,"Q07954"
"GO:0050764","regulation of phagocytosis","BP",1,0.440968729749256,"Q07954"
"GO:0015631","tubulin binding","MF",2,0.440968729749256,"P17302/Q7Z460"
"GO:0031668","cellular response to extracellular stimulus","BP",2,0.440968729749256,"P19525/P30530"
"GO:0008654","phospholipid biosynthetic process","BP",2,0.440968729749256,"O75874/P47712"
"GO:0061448","connective tissue development","BP",2,0.440968729749256,"P20908/P55809"
"GO:0000041","transition metal ion transport","BP",1,0.440968729749256,"Q15043"
"GO:0030901","midbrain development","BP",1,0.440968729749256,"P12277"
"GO:0031985","Golgi cisterna","CC",1,0.440968729749256,"Q8TBA6"
"GO:0042590","antigen processing and presentation of exogenous peptide antigen via MHC class I","BP",1,0.440968729749256,"P30101"
"GO:0045921","positive regulation of exocytosis","BP",1,0.440968729749256,"Q7Z460"
"GO:0046916","cellular transition metal ion homeostasis","BP",1,0.440968729749256,"Q15043"
"GO:0007249","I-kappaB kinase/NF-kappaB signaling","BP",2,0.441207442097992,"P17302/P26447"
"GO:0008593","regulation of Notch signaling pathway","BP",1,0.441843092193867,"P50281"
"GO:0099094","ligand-gated cation channel activity","MF",1,0.441843092193867,"Q14643"
"GO:1901532","regulation of hematopoietic progenitor cell differentiation","BP",1,0.441843092193867,"P19525"
"GO:1990782","protein tyrosine kinase binding","MF",1,0.441843092193867,"P17302"
"GO:0000302","response to reactive oxygen species","BP",2,0.443559534808156,"P07602/P30530"
"GO:0022409","positive regulation of cell-cell adhesion","BP",2,0.443559534808156,"O00592/Q03135"
"GO:0043244","regulation of protein complex disassembly","BP",1,0.443559534808156,"Q7Z460"
"GO:0048640","negative regulation of developmental growth","BP",1,0.443559534808156,"P17302"
"GO:0048708","astrocyte differentiation","BP",1,0.443559534808156,"Q07954"
"GO:0050772","positive regulation of axonogenesis","BP",1,0.443559534808156,"Q07954"
"GO:0055017","cardiac muscle tissue growth","BP",1,0.443559534808156,"P17302"
"GO:0060349","bone morphogenesis","BP",1,0.443559534808156,"P50281"
"GO:1990823","response to leukemia inhibitory factor","BP",1,0.443559534808156,"A0A024R412"
"GO:1990830","cellular response to leukemia inhibitory factor","BP",1,0.443559534808156,"A0A024R412"
"GO:0030863","cortical cytoskeleton","CC",1,0.444191568521182,"Q7Z460"
"GO:0044438","microbody part","CC",1,0.444191568521182,"O75874"
"GO:0044439","peroxisomal part","CC",1,0.444191568521182,"O75874"
"GO:0045185","maintenance of protein location","BP",1,0.444191568521182,"Q03135"
"GO:0022898","regulation of transmembrane transporter activity","BP",2,0.444191568521182,"P17302/Q03135"
"GO:0090287","regulation of cellular response to growth factor stimulus","BP",2,0.444191568521182,"P08648/Q03135"
"GO:0018105","peptidyl-serine phosphorylation","BP",2,0.444191568521182,"O15075/Q03135"
"GO:0090257","regulation of muscle system process","BP",2,0.444191568521182,"Q03135/Q9NZU5"
"GO:0005901","caveola","CC",1,0.444191568521182,"Q03135"
"GO:0035282","segmentation","BP",1,0.444191568521182,"A0A024R412"
"GO:0051261","protein depolymerization","BP",1,0.444191568521182,"Q7Z460"
"GO:0140101","catalytic activity, acting on a tRNA","MF",1,0.444191568521182,"J3KQ48"
"GO:1902882","regulation of response to oxidative stress","BP",1,0.444191568521182,"P07602"
"GO:1903426","regulation of reactive oxygen species biosynthetic process","BP",1,0.444191568521182,"Q03135"
"GO:0051091","positive regulation of DNA-binding transcription factor activity","BP",2,0.444397506590805,"P19525/Q03135"
"GO:0005604","basement membrane","CC",1,0.44527393880858,"P20908"
"GO:0008306","associative learning","BP",1,0.44527393880858,"P05556"
"GO:1901379","regulation of potassium ion transmembrane transport","BP",1,0.44527393880858,"Q03135"
"GO:0019882","antigen processing and presentation","BP",2,0.446345801091423,"P07711/P30101"
"GO:0003300","cardiac muscle hypertrophy","BP",1,0.446345801091423,"Q9NZU5"
"GO:0015908","fatty acid transport","BP",1,0.446345801091423,"P47712"
"GO:1905897","regulation of response to endoplasmic reticulum stress","BP",1,0.446345801091423,"Q03135"
"GO:0055024","regulation of cardiac muscle tissue development","BP",1,0.447688697123343,"P17302"
"GO:0060411","cardiac septum morphogenesis","BP",1,0.447688697123343,"A0A024R412"
"GO:0031334","positive regulation of protein complex assembly","BP",2,0.447688697123343,"P26038/Q7Z460"
"GO:0006690","icosanoid metabolic process","BP",1,0.448720629257894,"P47712"
"GO:0042446","hormone biosynthetic process","BP",1,0.448720629257894,"Q53GQ0"
"GO:0002286","T cell activation involved in immune response","BP",1,0.448720629257894,"P17931"
"GO:0003073","regulation of systemic arterial blood pressure","BP",1,0.448720629257894,"P17302"
"GO:0006641","triglyceride metabolic process","BP",1,0.448720629257894,"Q03135"
"GO:0015748","organophosphate ester transport","BP",1,0.448720629257894,"P17302"
"GO:0035258","steroid hormone receptor binding","MF",1,0.448720629257894,"Q14192"
"GO:0036473","cell death in response to oxidative stress","BP",1,0.448720629257894,"P07602"
"GO:0048704","embryonic skeletal system morphogenesis","BP",1,0.448720629257894,"P50281"
"GO:0060337","type I interferon signaling pathway","BP",1,0.448720629257894,"P05161"
"GO:0071357","cellular response to type I interferon","BP",1,0.448720629257894,"P05161"
"GO:0097530","granulocyte migration","BP",1,0.448720629257894,"P17931"
"GO:0051492","regulation of stress fiber assembly","BP",1,0.450529901296828,"Q7Z460"
"GO:0003151","outflow tract morphogenesis","BP",1,0.451290704194388,"A0A024R412"
"GO:0005903","brush border","CC",1,0.451290704194388,"Q9UEY8"
"GO:0007052","mitotic spindle organization","BP",1,0.451290704194388,"Q7Z460"
"GO:0009119","ribonucleoside metabolic process","BP",1,0.451290704194388,"P20839"
"GO:0014897","striated muscle hypertrophy","BP",1,0.451290704194388,"Q9NZU5"
"GO:0009913","epidermal cell differentiation","BP",2,0.451782642403862,"P07602/P07711"
"GO:0034446","substrate adhesion-dependent cell spreading","BP",1,0.451782642403862,"P30530"
"GO:0046620","regulation of organ growth","BP",1,0.451782642403862,"P17302"
"GO:0055117","regulation of cardiac muscle contraction","BP",1,0.451782642403862,"Q03135"
"GO:0060419","heart growth","BP",1,0.451782642403862,"P17302"
"GO:1904063","negative regulation of cation transmembrane transport","BP",1,0.451782642403862,"Q03135"
"GO:0043270","positive regulation of ion transport","BP",2,0.452524525972315,"P17931/Q03135"
"GO:0006903","vesicle targeting","BP",1,0.452524525972315,"Q7Z460"
"GO:0010717","regulation of epithelial to mesenchymal transition","BP",1,0.452524525972315,"Q7Z460"
"GO:0022600","digestive system process","BP",1,0.452524525972315,"Q04828"
"GO:0031091","platelet alpha granule","CC",1,0.452524525972315,"Q9UNF1"
"GO:0008013","beta-catenin binding","MF",1,0.453774355103199,"O14907"
"GO:0016779","nucleotidyltransferase activity","MF",1,0.453774355103199,"O95340"
"GO:0043502","regulation of muscle adaptation","BP",1,0.453774355103199,"Q9NZU5"
"GO:0033559","unsaturated fatty acid metabolic process","BP",1,0.455274101750238,"P47712"
"GO:0051289","protein homotetramerization","BP",1,0.455274101750238,"P51649"
"GO:0032409","regulation of transporter activity","BP",2,0.455943496505814,"P17302/Q03135"
"GO:0003774","motor activity","MF",1,0.456044553688049,"A0A0A0MRM8"
"GO:0014896","muscle hypertrophy","BP",1,0.456044553688049,"Q9NZU5"
"GO:0032984","protein-containing complex disassembly","BP",2,0.456044553688049,"Q03135/Q7Z460"
"GO:1902105","regulation of leukocyte differentiation","BP",2,0.456044553688049,"P30530/P50281"
"GO:0001938","positive regulation of endothelial cell proliferation","BP",1,0.457727026739588,"A0A024R412"
"GO:0060191","regulation of lipase activity","BP",1,0.459460705265653,"Q07954"
"GO:0005262","calcium channel activity","MF",1,0.460403376937753,"Q14643"
"GO:0014812","muscle cell migration","BP",1,0.460403376937753,"Q07954"
"GO:0030516","regulation of axon extension","BP",1,0.460403376937753,"Q07954"
"GO:0034340","response to type I interferon","BP",1,0.460403376937753,"P05161"
"GO:0050868","negative regulation of T cell activation","BP",1,0.462120365348869,"P17931"
"GO:0005496","steroid binding","MF",1,0.463567952389567,"Q03135"
"GO:0042737","drug catabolic process","BP",1,0.463567952389567,"P55809"
"GO:0001676","long-chain fatty acid metabolic process","BP",1,0.464744611638517,"P47712"
"GO:0022904","respiratory electron transport chain","BP",1,0.464744611638517,"P51649"
"GO:1901655","cellular response to ketone","BP",1,0.464744611638517,"P26038"
"GO:0097711","ciliary basal body-plasma membrane docking","BP",1,0.474210631340755,"Q7Z460"
"GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","BP",1,0.474801487766998,"P30101"
"GO:0005796","Golgi lumen","CC",1,0.474801487766998,"P50281"
"GO:0031109","microtubule polymerization or depolymerization","BP",1,0.474801487766998,"Q7Z460"
"GO:0032526","response to retinoic acid","BP",1,0.474801487766998,"P17302"
"GO:0099175","regulation of postsynapse organization","BP",1,0.474801487766998,"A0A024R412"
"GO:0010522","regulation of calcium ion transport into cytosol","BP",1,0.477293902431745,"Q03135"
"GO:0034766","negative regulation of ion transmembrane transport","BP",1,0.477293902431745,"Q03135"
"GO:0043266","regulation of potassium ion transport","BP",1,0.477293902431745,"Q03135"
"GO:0110020","regulation of actomyosin structure organization","BP",1,0.477293902431745,"Q7Z460"
"GO:1901222","regulation of NIK/NF-kappaB signaling","BP",1,0.477293902431745,"P19525"
"GO:0006024","glycosaminoglycan biosynthetic process","BP",1,0.478125568096676,"O60701"
"GO:0016798","hydrolase activity, acting on glycosyl bonds","MF",1,0.478125568096676,"P07602"
"GO:0032231","regulation of actin filament bundle assembly","BP",1,0.478125568096676,"Q7Z460"
"GO:0045446","endothelial cell differentiation","BP",1,0.478125568096676,"P26038"
"GO:0001669","acrosomal vesicle","CC",1,0.479216330524775,"Q03135"
"GO:0006023","aminoglycan biosynthetic process","BP",1,0.479216330524775,"O60701"
"GO:0051341","regulation of oxidoreductase activity","BP",1,0.479216330524775,"Q03135"
"GO:0032368","regulation of lipid transport","BP",1,0.48190923979187,"Q07954"
"GO:0033138","positive regulation of peptidyl-serine phosphorylation","BP",1,0.48190923979187,"Q03135"
"GO:0042157","lipoprotein metabolic process","BP",1,0.48190923979187,"Q07954"
"GO:0050864","regulation of B cell activation","BP",1,0.48190923979187,"P50281"
"GO:0010595","positive regulation of endothelial cell migration","BP",1,0.486972621056958,"A0A024R412"
"GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP",1,0.486972621056958,"Q03135"
"GO:0015276","ligand-gated ion channel activity","MF",1,0.487471886512426,"Q14643"
"GO:0022834","ligand-gated channel activity","MF",1,0.487471886512426,"Q14643"
"GO:0051149","positive regulation of muscle cell differentiation","BP",1,0.487471886512426,"P50281"
"GO:0055076","transition metal ion homeostasis","BP",1,0.487471886512426,"Q15043"
"GO:1902904","negative regulation of supramolecular fiber organization","BP",1,0.487471886512426,"Q7Z460"
"GO:0009063","cellular amino acid catabolic process","BP",1,0.488775978172839,"P51649"
"GO:0043500","muscle adaptation","BP",1,0.488775978172839,"Q9NZU5"
"GO:0006939","smooth muscle contraction","BP",1,0.489800901755288,"Q03135"
"GO:0030218","erythrocyte differentiation","BP",1,0.489800901755288,"P05161"
"GO:1903038","negative regulation of leukocyte cell-cell adhesion","BP",1,0.489800901755288,"P17931"
"GO:0006639","acylglycerol metabolic process","BP",1,0.491089298674635,"Q03135"
"GO:0021549","cerebellum development","BP",1,0.491089298674635,"P12277"
"GO:0007368","determination of left/right symmetry","BP",1,0.491554933610642,"P17302"
"GO:0014902","myotube differentiation","BP",1,0.491554933610642,"P50281"
"GO:0021761","limbic system development","BP",1,0.491554933610642,"A0A024R412"
"GO:0031398","positive regulation of protein ubiquitination","BP",1,0.491554933610642,"Q03135"
"GO:0072562","blood microparticle","CC",1,0.491554933610642,"P26038"
"GO:0006638","neutral lipid metabolic process","BP",1,0.492827001394676,"Q03135"
"GO:0030660","Golgi-associated vesicle membrane","CC",1,0.492827001394676,"P17302"
"GO:0006942","regulation of striated muscle contraction","BP",1,0.49327669433845,"Q03135"
"GO:0032091","negative regulation of protein binding","BP",1,0.49327669433845,"Q03135"
"GO:0051153","regulation of striated muscle cell differentiation","BP",1,0.49327669433845,"P50281"
"GO:0061387","regulation of extent of cell growth","BP",1,0.49327669433845,"Q07954"
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","BP",1,0.49327669433845,"Q7Z460"
"GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","BP",1,0.493719265831542,"P05556"
"GO:0051817","modification of morphology or physiology of other organism involved in symbiotic interaction","BP",1,0.493719265831542,"P19525"
"GO:0070613","regulation of protein processing","BP",1,0.493719265831542,"P50281"
"GO:0072009","nephron epithelium development","BP",1,0.493719265831542,"O00592"
"GO:1903409","reactive oxygen species biosynthetic process","BP",1,0.493719265831542,"Q03135"
"GO:0030038","contractile actin filament bundle assembly","BP",1,0.494695732818529,"Q7Z460"
"GO:0043149","stress fiber assembly","BP",1,0.494695732818529,"Q7Z460"
"GO:0043200","response to amino acid","BP",1,0.494695732818529,"P48506"
"GO:0046425","regulation of JAK-STAT cascade","BP",1,0.495664381201783,"Q03135"
"GO:1900180","regulation of protein localization to nucleus","BP",1,0.495664381201783,"O15075"
"GO:1903317","regulation of protein maturation","BP",1,0.495664381201783,"P50281"
"GO:0072329","monocarboxylic acid catabolic process","BP",1,0.497167724571809,"P51649"
"GO:0007613","memory","BP",1,0.498664838250503,"P08648"
"GO:0006805","xenobiotic metabolic process","BP",1,0.499610615279036,"Q04828"
"GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","BP",1,0.499610615279036,"Q03135"
"GO:0070851","growth factor receptor binding","MF",1,0.499610615279036,"P08648"
"GO:0006766","vitamin metabolic process","BP",1,0.500276569444819,"P48506"
"GO:0015085","calcium ion transmembrane transporter activity","MF",1,0.500276569444819,"Q14643"
"GO:1903510","mucopolysaccharide metabolic process","BP",1,0.500276569444819,"O60701"
"GO:2000278","regulation of DNA biosynthetic process","BP",1,0.500276569444819,"P17302"
"GO:0019842","vitamin binding","MF",1,0.501751848678537,"P13674"
"GO:0051494","negative regulation of cytoskeleton organization","BP",1,0.502674916678862,"Q7Z460"
"GO:1904892","regulation of STAT cascade","BP",1,0.502674916678862,"Q03135"
"GO:2000736","regulation of stem cell differentiation","BP",1,0.502674916678862,"P19525"
"GO:0019897","extrinsic component of plasma membrane","CC",1,0.50386343744756,"Q9Y4F1"
"GO:0032479","regulation of type I interferon production","BP",1,0.50386343744756,"P05161"
"GO:0017137","Rab GTPase binding","MF",1,0.505044902403602,"Q8TBA6"
"GO:0031023","microtubule organizing center organization","BP",1,0.505044902403602,"Q7Z460"
"GO:0044853","plasma membrane raft","CC",1,0.506493274105966,"Q03135"
"GO:0045667","regulation of osteoblast differentiation","BP",1,0.507935625000002,"P17302"
"GO:0002698","negative regulation of immune effector process","BP",1,0.507999005944386,"P17931"
"GO:0005793","endoplasmic reticulum-Golgi intermediate compartment","CC",1,0.507999005944386,"Q9BS26"
"GO:0017148","negative regulation of translation","BP",1,0.507999005944386,"P19525"
"GO:0022037","metencephalon development","BP",1,0.507999005944386,"P12277"
"GO:0032606","type I interferon production","BP",1,0.507999005944386,"P05161"
"GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","BP",1,0.507999005944386,"Q03135"
"GO:0008637","apoptotic mitochondrial changes","BP",1,0.508877905143169,"P48506"
"GO:0009855","determination of bilateral symmetry","BP",1,0.508877905143169,"P17302"
"GO:0030330","DNA damage response, signal transduction by p53 class mediator","BP",1,0.508877905143169,"A0A0A0MRM8"
"GO:0002027","regulation of heart rate","BP",1,0.511162531655264,"Q03135"
"GO:0009799","specification of symmetry","BP",1,0.511162531655264,"P17302"
"GO:0048706","embryonic skeletal system development","BP",1,0.511162531655264,"P50281"
"GO:0099055","integral component of postsynaptic membrane","CC",1,0.511162531655264,"A0A024R412"
"GO:0005795","Golgi stack","CC",1,0.512294619173702,"Q8TBA6"
"GO:0044344","cellular response to fibroblast growth factor stimulus","BP",1,0.512294619173702,"P48506"
"GO:0046683","response to organophosphorus","BP",1,0.517032815276451,"Q04828"
"GO:0009116","nucleoside metabolic process","BP",1,0.517862109287224,"P20839"
"GO:0017124","SH3 domain binding","MF",1,0.517862109287224,"P17302"
"GO:0021782","glial cell development","BP",1,0.517862109287224,"Q07954"
"GO:0009898","cytoplasmic side of plasma membrane","CC",1,0.518407378342599,"Q9Y4F1"
"GO:0034763","negative regulation of transmembrane transport","BP",1,0.518407378342599,"Q03135"
"GO:0043534","blood vessel endothelial cell migration","BP",1,0.518407378342599,"P05556"
"GO:0046717","acid secretion","BP",1,0.518407378342599,"P47712"
"GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","BP",1,0.519777254323103,"P07711"
"GO:0005088","Ras guanyl-nucleotide exchange factor activity","MF",1,0.520863464478041,"Q9Y4F1"
"GO:0050715","positive regulation of cytokine secretion","BP",1,0.520863464478041,"Q07954"
"GO:0098936","intrinsic component of postsynaptic membrane","CC",1,0.522221337063643,"A0A024R412"
"GO:0050905","neuromuscular process","BP",1,0.523573529583044,"P07602"
"GO:0030665","clathrin-coated vesicle membrane","CC",1,0.524920061931733,"A0A0A0MRM8"
"GO:0014013","regulation of gliogenesis","BP",1,0.526260953935528,"Q07954"
"GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","BP",1,0.527315738256008,"P07711"
"GO:0055007","cardiac muscle cell differentiation","BP",1,0.527315738256008,"P05556"
"GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","BP",1,0.52836410521603,"P07711"
"GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF",1,0.52836410521603,"Q04828"
"GO:0001650","fibrillar center","CC",1,0.529125382794549,"O14907"
"GO:0030018","Z disc","CC",1,0.529125382794549,"O00151"
"GO:0032273","positive regulation of protein polymerization","BP",1,0.529125382794549,"Q7Z460"
"GO:0071774","response to fibroblast growth factor","BP",1,0.530441711295118,"P48506"
"GO:0001889","liver development","BP",1,0.531471012138341,"Q99798"
"GO:0044325","ion channel binding","MF",1,0.531471012138341,"Q03135"
"GO:0008194","UDP-glycosyltransferase activity","MF",1,0.531650575535215,"P13807"
"GO:0030326","embryonic limb morphogenesis","BP",1,0.531650575535215,"P17302"
"GO:0035113","embryonic appendage morphogenesis","BP",1,0.531650575535215,"P17302"
"GO:0072089","stem cell proliferation","BP",1,0.531650575535215,"P19525"
"GO:0090263","positive regulation of canonical Wnt signaling pathway","BP",1,0.531650575535215,"Q03135"
"GO:0008360","regulation of cell shape","BP",1,0.532666599964884,"P26038"
"GO:0051028","mRNA transport","BP",1,0.532666599964884,"Q14764"
"GO:0006633","fatty acid biosynthetic process","BP",1,0.533957729153714,"Q53GQ0"
"GO:0007259","JAK-STAT cascade","BP",1,0.535243427762446,"Q03135"
"GO:0007498","mesoderm development","BP",1,0.535959250060411,"P05556"
"GO:0016874","ligase activity","MF",1,0.535959250060411,"P48506"
"GO:1903322","positive regulation of protein modification by small protein conjugation or removal","BP",1,0.535959250060411,"Q03135"
"GO:0004866","endopeptidase inhibitor activity","MF",1,0.53695079208389,"P12111"
"GO:0061008","hepaticobiliary system development","BP",1,0.53695079208389,"Q99798"
"GO:0090288","negative regulation of cellular response to growth factor stimulus","BP",1,0.538218757600629,"Q03135"
"GO:0071901","negative regulation of protein serine/threonine kinase activity","BP",1,0.539481378156998,"Q03135"
"GO:0033135","regulation of peptidyl-serine phosphorylation","BP",1,0.541706596848227,"Q03135"
"GO:0042552","myelination","BP",1,0.541706596848227,"P07602"
"GO:0045335","phagocytic vesicle","CC",1,0.541706596848227,"P30101"
"GO:0072175","epithelial tube formation","BP",1,0.542952790074207,"O00592"
"GO:0045834","positive regulation of lipid metabolic process","BP",1,0.545429392888324,"Q05639"
"GO:0097696","STAT cascade","BP",1,0.545429392888324,"Q03135"
"GO:0009267","cellular response to starvation","BP",1,0.546374078720765,"P19525"
"GO:0051053","negative regulation of DNA metabolic process","BP",1,0.546374078720765,"P17302"
"GO:0045471","response to ethanol","BP",1,0.547598821886698,"P55809"
"GO:0031674","I band","CC",1,0.548531934513461,"O00151"
"GO:0032355","response to estradiol","BP",1,0.548531934513461,"P17302"
"GO:0044448","cell cortex part","CC",1,0.54945920546269,"Q7Z460"
"GO:1905952","regulation of lipid localization","BP",1,0.54945920546269,"Q07954"
"GO:0030176","integral component of endoplasmic reticulum membrane","CC",1,0.550094155578491,"P30101"
"GO:0032680","regulation of tumor necrosis factor production","BP",1,0.550094155578491,"P30530"
"GO:0032993","protein-DNA complex","CC",1,0.550094155578491,"P25205"
"GO:0061135","endopeptidase regulator activity","MF",1,0.551296335053153,"P12111"
"GO:0005882","intermediate filament","CC",1,0.551632826804102,"P17302"
"GO:0007272","ensheathment of neurons","BP",1,0.551632826804102,"P07602"
"GO:0008366","axon ensheathment","BP",1,0.551632826804102,"P07602"
"GO:0016202","regulation of striated muscle tissue development","BP",1,0.551632826804102,"P17302"
"GO:0016482","cytosolic transport","BP",1,0.554008917659656,"P26038"
"GO:0051592","response to calcium ion","BP",1,0.554008917659656,"Q03135"
"GO:0072006","nephron development","BP",1,0.55518938902933,"O00592"
"GO:0031901","early endosome membrane","CC",1,0.556076711865669,"Q03135"
"GO:0042770","signal transduction in response to DNA damage","BP",1,0.556076711865669,"A0A0A0MRM8"
"GO:0007051","spindle organization","BP",1,0.556382743960302,"Q7Z460"
"GO:0035821","modification of morphology or physiology of other organism","BP",1,0.556382743960302,"P19525"
"GO:0050777","negative regulation of immune response","BP",1,0.556382743960302,"P17931"
"GO:0072073","kidney epithelium development","BP",1,0.556382743960302,"O00592"
"GO:0048634","regulation of muscle organ development","BP",1,0.556970994340601,"P17302"
"GO:1901861","regulation of muscle tissue development","BP",1,0.556970994340601,"P17302"
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","BP",1,0.556970994340601,"P30530"
"GO:0032640","tumor necrosis factor production","BP",1,0.558128768290198,"P30530"
"GO:0010977","negative regulation of neuron projection development","BP",1,0.55927696517548,"Q07954"
"GO:0001738","morphogenesis of a polarized epithelium","BP",1,0.55927696517548,"P26038"
"GO:0006090","pyruvate metabolic process","BP",1,0.55927696517548,"P10515"
"GO:0031227","intrinsic component of endoplasmic reticulum membrane","CC",1,0.55927696517548,"P30101"
"GO:0048592","eye morphogenesis","BP",1,0.55927696517548,"P20908"
"GO:0098862","cluster of actin-based cell projections","CC",1,0.55927696517548,"Q9UEY8"
"GO:0034249","negative regulation of cellular amide metabolic process","BP",1,0.564681989875687,"P19525"
"GO:0030168","platelet activation","BP",1,0.565805129425418,"Q14643"
"GO:0030518","intracellular steroid hormone receptor signaling pathway","BP",1,0.566051710286686,"Q14192"
"GO:0044452","nucleolar part","CC",1,0.566051710286686,"O14907"
"GO:0071804","cellular potassium ion transport","BP",1,0.566051710286686,"Q03135"
"GO:0071805","potassium ion transmembrane transport","BP",1,0.566051710286686,"Q03135"
"GO:0032874","positive regulation of stress-activated MAPK cascade","BP",1,0.568271456543929,"P19525"
"GO:0051262","protein tetramerization","BP",1,0.568271456543929,"P51649"
"GO:0050773","regulation of dendrite development","BP",1,0.568792003641609,"P39880"
"GO:0071706","tumor necrosis factor superfamily cytokine production","BP",1,0.568792003641609,"P30530"
"GO:0140056","organelle localization by membrane tethering","BP",1,0.568792003641609,"Q7Z460"
"GO:0001890","placenta development","BP",1,0.569598111093089,"P17302"
"GO:0038127","ERBB signaling pathway","BP",1,0.569598111093089,"Q14764"
"GO:0030203","glycosaminoglycan metabolic process","BP",1,0.570398979546991,"O60701"
"GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","BP",1,0.570398979546991,"P19525"
